City,Restaurant,Price,Avg ratings,Total ratings,Delivery time
Delhi,Momo Shomo,300,4.2,100,40
Chennai,Mad Over Donuts,200,4,50,47
Mumbai,Al-Baik.Com,300,2.9,80,43
Mumbai,Jj. Waffle,250,4,20,47
Delhi,Atrangi Food Cafe,250,2.9,80,49
Ahmedabad,Sapna Maggi & Pasta,200,2.9,80,45
Surat,Urban Chinese -By Urban Punjab,150,3.6,50,45
Chennai,Big Show Restaurant,300,2.9,80,61
Hyderabad,Cake For You,250,4.4,20,69
Bangalore,Sera'S Cuisine,300,4.2,20,60
Pune,Punjabi Kitchen,250,2.9,80,56
Kolkata,Golden Platter,300,2.9,80,65
Mumbai,Mughal Flavour Grand,500,4.1,100,41
Mumbai,New Lajawaab Seekh Corner,200,4.3,100,34
Delhi,Moonmoon - Juicy Crustwiches,300,4.3,100,40
Kolkata,Twisty,300,4.4,50,57
Chennai,Cookie Man,200,2.9,80,52
Mumbai,Ivy Restaurant,1500,4.7,50,47
Chennai,Cafe Dig In,800,2.9,80,56
Pune,Shree Bedi'S Paratha House,250,3.6,20,71
Surat,Mahakali Dal Bati,200,4.6,20,53
Hyderabad,The Burger Chefs,500,2.9,80,67
Mumbai,Roasters By Radisson Blu,400,2.9,80,62
Pune,Meeraki Chinese,250,2.9,80,60
Hyderabad,Hungry Burger,200,2.9,80,70
Pune,Akkags T.R Sharma Shegoan Kachori Center,100,2.9,80,37
Kolkata,Gupta Brother And Sisters,150,4.3,100,74
Delhi,The Dineroom,450,4.6,20,73
Delhi,Curry Mantra,400,2.9,80,46
Chennai,Fipola Grill House,350,3.3,100,65
Mumbai,Fryeo,300,2.9,80,49
Bangalore,The Sugar Free Keto Kafe - By Artinci,200,4.7,50,60
Chennai,Lassi Shop - Kolathur,200,4.2,100,66
Delhi,Currchi,400,4.1,100,67
Bangalore,Butter Delivery,600,2.9,80,37
Surat,Delhi Ke Mashoor Chole Bhature,150,3.7,50,58
Mumbai,Shahi Restaurant,500,3.5,20,43
Pune,Rang De Basanti,600,2.9,80,76
Kolkata,Wok For Life,300,2.9,80,94
Mumbai,Cibo 29,500,2.9,80,45
Bangalore,Chotu Motu Vadapavwala,100,2.9,80,50
Bangalore,Kudla - Hotel Ramanashree,1500,2.9,80,38
Mumbai,The Unique Family Restaurant,250,4.4,20,54
Pune,Ori Story - Chinese & Oriental,300,2.9,80,70
Bangalore,Grand Foodies Restaurant,220,2.9,80,46
Hyderabad,Viyaala Vaari Vindhu,300,4,50,58
Bangalore,Chaska,200,2.9,80,68
Mumbai,The Mexican Box,800,3.8,20,41
Kolkata,Pocket Meal 99,200,3.8,1000,63
Kolkata,Krazee Kulcha,400,4,20,69
Pune,New Aswad Gomantak,200,2.9,80,55
Bangalore,The Cafe Bar - Jayanagar,250,2.9,80,54
Mumbai,Sushiya,400,2.9,80,39
Chennai,Taste Of Italy,300,4.3,20,70
Chennai,Bread And Chocolate,300,4.6,100,65
Pune,Billion Burger,200,4.3,20,55
Chennai,Burmese Cafe,280,3.9,50,49
Mumbai,Jamie Oliver'S Diner,500,2.9,80,56
Surat,The Bungalow Cafe,300,4.7,20,58
Mumbai,Falafel'S,600,4.2,100,48
Mumbai,General Tsos Kitchen,600,2.9,80,52
Mumbai,El Jefe'S Mexicana,600,2.9,80,54
Bangalore,Haagen Dazs,600,4.4,20,32
Chennai,Italian Kings Park,350,2.9,80,70
Pune,Butter Brews - Koregaon Park,600,2.9,80,56
Mumbai,Cafe Jethwa Food Corner,300,2.9,80,55
Ahmedabad,Jumboking Indian Burger,400,4,50,29
Mumbai,Hot N Spice,400,2.9,80,40
Mumbai,Ammu'S Kitchen,500,2.9,80,58
Surat,Jani Locho & Khaman House,300,4.3,100,51
Mumbai,Hotel Rudra,250,2.9,80,36
Delhi,Mr Crust Bakers,400,4.5,100,67
Ahmedabad,Karim'S Restaurant,500,2.9,80,51
Kolkata,New Madras Tiffin,250,4.4,100,41
Mumbai,Kusum Rolls,200,3.8,50,46
Kolkata,Om Snacks Center,300,2.9,80,53
Mumbai,La Petit Boulangerie,400,4.5,20,53
Pune,Hotel Bismillah,300,4.2,50,36
Pune,Hotel Shamiaana,300,2.9,80,36
Pune,Hotel Zamzam,300,4.1,20,38
Pune,Hotel New Star,300,2.9,80,36
Pune,Hotel Buff Special,300,4.5,20,39
Bangalore,Artinci - Indulge Guilt Free!,200,4.7,50,56
Chennai,Shero Home - Sambar Poriyal & Rasam,350,4.1,50,84
Chennai,Thirsty Inc.,250,2.9,80,71
Surat,Firangi Zayka,150,2.9,80,65
Kolkata,Bhooter Raja Dilo Bor,800,4.2,100,85
Pune,Hotel Maharashtra,300,4.1,20,45
Chennai,Erode Amman Mess,300,4.3,1000,65
Ahmedabad,The American Eatery | Superdonuts,600,4.5,50,35
Kolkata,House Of Dimsums,650,3.8,20,76
Chennai,Yummioza Chinese Restaurant,300,2.9,80,80
Bangalore,Indus Spice House [Ish],700,2.9,80,68
Kolkata,Tea Time,200,4.5,50,59
Kolkata,Marbella'S,800,4.3,50,61
Pune,Diamond Restaurant,300,2.9,80,78
Hyderabad,Js Fast Food,250,2.9,80,61
Pune,Zatka Misal,300,2.9,80,51
Chennai,Biggies Burger,300,4.1,100,70
Pune,Greedy Momos,100,4,20,36
Ahmedabad,Best Omlet,200,2.9,80,86
Surat,K S Verandah,800,4.5,20,66
Kolkata,Slay Coffee,200,4.3,100,70
Mumbai,T3 Tasty Treat Town Family Restaurant,400,2.9,80,57
Kolkata,Namak,800,4.2,100,59
Bangalore,Brown Burger Co.,300,4.4,20,60
Mumbai,Olive Pizzeria,800,2.9,80,48
Surat,Food Adda,150,4,100,46
Delhi,Artinci - Indulge Guilt Free!,200,4.4,50,39
Bangalore,Renuka Foods,300,2.9,80,54
Chennai,The Chinese Mealbox (Cmb),300,4,100,88
Chennai,Kerala Kitchen,200,4,100,67
Kolkata,Kapoor Pind Dhabaa,300,4.1,20,67
Chennai,Chinese Wox,300,4.6,100,68
Delhi,White Cub,200,2.9,80,78
Surat,Hello Shake,300,2.9,80,65
Chennai,Madurai Military Hotel,300,4.2,100,63
Chennai,Bangkok Bae,300,4.4,50,68
Mumbai,Merwans Cake Stop,400,4.5,500,40
Kolkata,Sabka Club,500,2.9,80,76
Mumbai,Good Flippin' Burgers,600,4.6,100,34
Chennai,Junior Kuppanna,400,4.1,1000,59
Hyderabad,Baithak,450,3.7,20,71
Kolkata,Gupta Brothers,250,4.1,100,46
Chennai,The New Punjab Club,300,4.6,20,66
Pune,Ice Cream Factory And Shahi Durbar,300,2.9,80,66
Kolkata,Fnf Food Centre,300,2.9,80,93
Delhi,Musafir By Imly,400,4,50,73
Pune,Susha'S Cafe,400,2.9,80,56
Chennai,Hotel Pandian,300,3.7,100,61
Chennai,London Dessert Co,300,3.8,100,40
Surat,Enjoy,400,4.2,50,59
Surat,Sizzling Salsa,400,4.5,20,56
Mumbai,Chine Dine,350,3.7,100,56
Chennai,Firewood Briyani,350,2.9,80,74
Kolkata,Sharma Snacks Centre,300,4.4,100,46
Hyderabad,The Mirchiesz,300,3.8,100,74
Mumbai,Royal Falooda And Juice Centre,300,3.9,20,53
Kolkata,Rajgharana,300,2.9,80,88
Mumbai,Shri Balaji Snacks Center,100,3.9,20,63
Pune,Malabar Food Centre,300,2.9,80,82
Hyderabad,Theobroma,500,4.6,500,52
Kolkata,The Yellow Turtle,300,4.4,100,71
Chennai,Delight Cake Treat,400,2.9,80,53
Chennai,The Earthen Foods,300,3.3,20,70
Bangalore,Karavali Mess,250,4.3,20,59
Chennai,Subhodayam Restaurant,300,3.9,50,64
Ahmedabad,Tea Post  A Place To Talk,200,2.9,80,38
Chennai,Wow! Momo,300,4.2,100,30
Bangalore,Amma'S Pastries,350,4.4,50,44
Kolkata,Afraa Lounge,1500,4.2,20,69
Mumbai,Tuliip'S Kitchen,200,2.9,80,54
Hyderabad,Shawarma Station,289,3.1,20,58
Pune,Culture Biryani And Grill,280,4.6,20,82
Pune,Rocomamas,1000,4.2,50,59
Hyderabad,Ram Ki Bandi,300,4.1,100,28
Mumbai,M. S. Snacks Center,350,2.9,80,57
Kolkata,Cafe Darshani,280,3.9,20,66
Mumbai,Oishi Oishi By Persian Darbar,600,2.9,80,51
Chennai,Svah Express,500,4.2,50,77
Surat,Dilip Dabeli,250,4.2,20,35
Surat,Krazzy Chicken,300,2.9,80,64
Kolkata,Suman Sweets And Snacks,300,2.9,80,57
Bangalore,Ruchi Virundu,250,2.9,80,61
Delhi,Foodiz Dhaba,300,2.9,80,73
Chennai,Ziyach Atho Kadai,200,4.2,50,53
Bangalore,Puppy'S Gastronomy,1000,2.9,80,50
Hyderabad,Chutney Bowl,150,4.2,500,61
Surat,Cafe Ashiana,200,2.9,80,64
Hyderabad,The Hyderabad Chicken Haleem,150,3.2,20,53
Chennai,Kites Pure Veg Restaurant,280,2.9,80,51
Pune,Chocolate Biclate,250,4.3,50,46
Kolkata,Fiery Drumstick,300,2.9,80,72
Ahmedabad,Smokin' Joe'S,400,3.8,50,47
Kolkata,Zeeshan D.P. Park,250,4.4,100,68
Chennai,The Asian Hive,300,4.3,100,63
Delhi,Shakespeare Cafe (Punjabi Bagh),400,2.9,80,75
Pune,Italian Hut,199,4.4,20,65
Kolkata,Bangaliana,200,3.8,20,88
Kolkata,Ketana,250,4.4,100,78
Kolkata,Dumghan,300,4.5,100,81
Kolkata,Ananda Mela Confectionery,300,2.9,80,75
Kolkata,Club Loca,200,2.9,80,70
Kolkata,Gangotri Sweets And Snacks,200,4.3,100,49
Pune,Belly Tales,400,3.9,50,59
Surat,Bro Sis Fast Food Corner,350,2.9,80,59
Bangalore,Cloud Kitchen Chinni Con Cook,300,2.9,80,65
Chennai,The Degh Story,900,2.9,80,80
Pune,Shivtirth Vadapav,200,3.7,20,60
Surat,The Wrap Co,350,3.9,100,60
Surat,Engine Cafe,200,4,50,61
Mumbai,Orange Cakes And Bakers,500,4.1,100,48
Kolkata,Tbc Bowlz,200,4.4,50,76
Mumbai,Dooodly Meals,400,2.9,80,52
Bangalore,House Of Belgian,250,2.9,80,59
Chennai,Hotel Vada Chennai,350,3.8,50,53
Pune,Rajmandir Ice Cream,150,4,20,27
Chennai,The Nosh,200,2.9,80,67
Ahmedabad,Lemon Restaurant,300,2.9,80,49
Mumbai,Big Binge Co,100,4.7,20,53
Chennai,Gita'S Homemade,200,2.9,80,72
Bangalore,Shawarma21,150,4.3,20,54
Pune,Surprise India - Cakes & Desserts,300,4.1,20,77
Ahmedabad,Haanji Amritsari Kulcha,300,3,20,47
Kolkata,Rita'S Cafe,300,4.5,20,56
Chennai,Flipside (Burgers And Sides),750,4.4,100,68
Hyderabad,Maharashtrian Kitchen,200,2.9,80,87
Kolkata,Karim'S,250,4.2,100,48
Surat,Amar Bhandari Tiffin House,200,2.9,80,38
Delhi,Durga Dosa Corner,200,4.2,100,44
Mumbai,New Shalimar Cold Drink House,120,2.9,80,44
Hyderabad,Fried Chicken Hub,325,4.2,100,78
Chennai,Adyar Vaishanava S Thattu Idli Kadai,300,4.1,100,62
Mumbai,Dil Ki Meal,300,4.5,50,53
Delhi,Hill Chillz 26,300,4.3,50,50
Hyderabad,Five Star And Koli Hut,120,4.7,20,54
Hyderabad,The Brooklyn Creamery - Healthy Ice Cream,200,3.9,20,35
Mumbai,Momo'S Mealbox,300,2.9,80,52
Kolkata,Abar Khabo One,100,4.6,50,74
Mumbai,Mega Food Court,300,4.4,50,56
Kolkata,Byepass Dhaba,600,4.3,100,60
Kolkata,Gupta Brothers Lake Town,300,4.2,100,65
Chennai,Sumac - Middle Eastern Medley,400,3.9,20,77
Chennai,Grillsmith - Flamin' Fare,400,4.3,20,78
Kolkata,Cookie2Nite,120,2.9,80,77
Surat,Food  On  Way,200,4.2,100,46
Bangalore,The Cake House,280,4.3,20,54
Mumbai,Kerala Palace,350,4.3,500,50
Hyderabad,Sri Sai Ak Tiffin Centre,200,4.2,100,83
Bangalore,Mumbai Xpress,300,4.1,20,50
Delhi,Pranav Kabab,600,2.9,80,71
Bangalore,Punjab Express,300,4.1,100,47
Kolkata,Nandalal Sweets,200,3.8,50,57
Surat,Pizza 2000,250,3.8,20,36
Surat,Mr. Waffle And  Momos,200,3.4,20,46
Hyderabad,Ab'S-Absolute Barbecues,500,3.5,50,70
Hyderabad,Waffee & Co,200,4.4,50,63
Pune,Pimlico Kothrud,800,4.5,100,57
Bangalore,Pastries Park,100,2.9,80,64
Kolkata,Utsaav,300,2.9,80,91
Bangalore,Gama Gama Hotel,150,4.4,100,55
Hyderabad,Galaxy Paradise,250,3.6,20,69
Kolkata,New Chaturbhuj Mistanna Bhandar,200,4.4,50,57
Hyderabad,Balaji Jainarayan Mithai Bhandar,300,3.8,20,69
Pune,Gypsy Caterers,500,2.9,80,60
Kolkata,Yummy Express,200,2.9,80,84
Kolkata,Hot Spring Kitchen And Lounge,500,2.9,80,79
Kolkata,The Parking,200,4.3,50,73
Chennai,Fb Cakes Royapuram,200,4.1,100,62
Pune,Origins,1600,4.5,20,66
Hyderabad,The Bedford Bakehouse And Tearoom,500,2.9,80,74
Bangalore,Friends Chinese Corner,200,2.9,80,61
Mumbai,Vinanjay Family Restaurant &Bar,350,2.9,80,41
Mumbai,Express Chinese,250,3.1,20,43
Ahmedabad,Flourish Lounge Cafe,200,2.9,80,52
Hyderabad,Abhiruchi Swagruha Foods,250,4.5,100,62
Mumbai,99 Chinese,250,2.9,80,38
Mumbai,Chinese Adda,250,2.9,80,44
Surat,La Festa,500,3.7,20,58
Mumbai,Bhot Hard Chinese,250,2.9,80,40
Surat,Iconic Food Victory,300,2.9,80,65
Mumbai,Vista Fast Food,250,2.9,80,39
Mumbai,Papa Pizza,250,2.9,80,39
Delhi,Healthy Tree,350,4.1,100,46
Mumbai,Appetite Chinese Food,300,4.3,20,52
Hyderabad,Tasty Inn Hyderabadi Biryani,250,2.9,80,43
Kolkata,Shandar Chinese Kitchen,300,4.4,100,88
Kolkata,The Kindest Biryani,200,2.9,80,84
Pune,Terrasinne Food Corp.Llp,600,2.9,80,51
Bangalore,Uttara Karnatakadha Jolada Rotti Mattu Chapati Angadi,100,4.3,100,49
Hyderabad,Chickden,250,4.1,20,44
Kolkata,Little Asia,300,4.5,100,73
Delhi,Standard Ice Cream(Rohini Sector-6 Ayodhya Chowk Wale),150,4,50,25
Mumbai,Bff Bombay French Fries,300,2.9,80,55
Chennai,The Break Room,300,2.9,80,51
Chennai,Abang Raju'S Nasi Goreng,350,2.9,80,75
Chennai,The New Moghal Biriyani,300,2.9,80,44
Kolkata,37 Relish Route,200,2.9,80,82
Surat,Thali Central,350,4.1,100,57
Bangalore,Raffaele'S Ristorante Pizzeria,800,4.3,100,60
Mumbai,The Health Factory,600,2.9,80,42
Pune,Rambo'S Biryani House,350,2.9,80,45
Kolkata,Ebowl,300,4.3,100,69
Chennai,Chai Garden,200,2.9,80,63
Chennai,Tommys Kitchen,300,2.9,80,65
Chennai,Madras Momos,200,2.9,80,65
Mumbai,Rajhans Dining ( Ornament ),700,2.9,80,57
Bangalore,Singh Da Punjabi Dhaba,200,3.8,100,54
Mumbai,Hotel Gopi,200,2.9,80,44
Kolkata,Harpreet Auntie'S Thali Junction,600,2.9,80,65
Hyderabad,Sri Surya Tiffins,150,2.9,80,67
Bangalore,Bigbites,300,2.9,80,56
Bangalore,Hotel Moonlight,500,4.1,100,53
Bangalore,The Local-Terrace Drinkery,600,2.9,80,64
Bangalore,Jai Matharani Chats,200,2.9,80,57
Hyderabad,Zaheer Juice Center,200,2.9,80,35
Hyderabad,Trio La Patisserie,300,2.9,80,58
Chennai,Taj Biriyani Center,400,2.9,80,60
Mumbai,Star Restaurant,500,2.9,80,65
Delhi,Pizzapastaburger Coin,200,3.7,50,62
Hyderabad,Trio La Patisserie,400,2.9,80,64
Chennai,Billy'S,200,2.9,80,81
Hyderabad,Peshawar Juice N Ice Cream,200,2.9,20,51
Ahmedabad,S N Blu- The Food Library,300,2.9,80,80
Delhi,Nori,800,2.9,80,69
Pune,Crazy Cheesy ( Law Collage Road ),500,2.9,80,49
Hyderabad,Surprise India - Cakes & Desserts,300,2.9,80,56
Chennai,Bismi Kebab Corner,200,2.9,80,46
Kolkata,Bangla Box By Kasturi,350,4.1,100,71
Chennai,Flavour Of Chettinadu,150,2.9,80,54
Kolkata,Kbc-Kolkata Biryani Co,300,3.7,100,83
Chennai,Dumbir By Kappa Chakka Kandhari,600,4.3,100,52
Bangalore,Spice It By Ibis,400,2.9,80,40
Kolkata,Wow Chow,500,2.9,80,65
Hyderabad,Belly'S Icecreams And Thickshakes,300,2.9,80,46
Chennai,Chinese Baba,300,2.9,80,68
Mumbai,Beijing Chicken Lollipops,300,3,20,55
Hyderabad,Manu S Kitchen,500,4.1,100,68
Hyderabad,Sh Shawarma,200,2.9,80,47
Mumbai,Koolers,400,4,20,50
Surat,Chalu Momo,200,4,100,58
Kolkata,South Indian Restaurant,300,4.1,50,57
Hyderabad,Pista House Premium Lounge,300,4.2,1000,46
Ahmedabad,Royal Punjab Paratha,280,4,20,36
Kolkata,Riya'S Homemade Creation,150,2.9,80,48
Bangalore,Noto - Healthy Ice Cream,250,4.3,100,54
Pune,Cafe Chow Meow,400,2.9,80,54
Pune,Kannu Ki Chai,250,2.9,80,36
Mumbai,Wok Nation,600,4.1,20,40
Surat,Maharaja Chaap Pure Veg Restaurant,250,3.9,20,59
Hyderabad,Guest House Coffee And Ice Cream Parlour,300,2.9,80,52
Kolkata,Gusto Pizza,300,4,500,82
Bangalore,Cool Town,200,2.9,80,49
Kolkata,The Black Pepper,200,2.9,80,62
Kolkata,Kitchen Plaza,200,4,20,84
Ahmedabad,Shawarma,400,4.1,100,44
Surat,Monkey Fries,350,2.9,80,59
Chennai,Max Restaurant,300,2.9,80,68
Kolkata,Sandwich Gali,250,2.9,80,80
Kolkata,Waffle Treats,250,2.9,80,77
Kolkata,Masala Fried Chicken,250,2.9,80,81
Kolkata,Krazzy Fried Chicken,250,2.9,80,78
Kolkata,Hot And Fresh Fried Chicken,250,2.9,80,83
Kolkata,Wah Janaab,200,4.3,100,57
Kolkata,Sandwich Wale,250,2.9,80,81
Kolkata,Calcutta Calling,300,4.1,100,53
Kolkata,Urban Desi Tarka,500,2.9,80,89
Kolkata,Kolkata Pizza,159,2.9,80,91
Kolkata,Snackoo Time,250,2.9,80,87
Kolkata,Appetizers Snacks,250,2.9,80,78
Hyderabad,Santosh Family Dhaba,300,3.8,500,32
Kolkata,Snacks Gali,250,2.9,80,84
Pune,Super Naan,500,3.7,20,78
Chennai,Ab S-Absolute Barbecues,500,3.2,50,72
Ahmedabad,Rasthal Restaurant,300,2.9,80,51
Mumbai,Hotel Nityanand,800,3.7,20,38
Chennai,Turban Mughal Restaurant,700,4.4,50,58
Pune,Jalebi Experiment,500,3.6,20,65
Chennai,Dank,1500,2.9,80,77
Delhi,Kakas Food Point,300,4.6,20,57
Delhi,Burger And Sandwich Karol Bagh Wale (Taal),500,2.9,80,57
Delhi,Late Night Burger,500,2.9,80,56
Pune,Taco Mania,300,3.9,50,77
Delhi,Healthy Food,500,2.9,80,59
Delhi,Loud Cloud,500,2.9,80,49
Delhi,Late Night Sandwich,500,2.9,80,56
Bangalore,Madurai Idly Shop - Express,150,4.2,100,38
Ahmedabad,Sher-E-Punjab Dhaba,300,3.3,20,82
Kolkata,New Lazzat Biryani,200,2.9,80,56
Surat,Captain Egg,200,2.9,80,59
Chennai,Sri Vaishnavaa'S Chat Shop,250,4.4,100,47
Ahmedabad,Eatry Zone,200,2.9,80,72
Chennai,The Thief,1200,2.9,80,65
Kolkata,The Kunals Kitchen,200,2.9,80,78
Kolkata,Hatari,400,4.3,500,77
Mumbai,Feel Good Food (Only Veg),350,4.5,20,55
Chennai,Darjeeling Cafe,300,4.4,100,54
Surat,East Pizza Co.,350,2.9,80,61
Mumbai,Hot Lee Chinese,400,3.7,100,49
Mumbai,Sanskari Biryani & More,350,4.2,50,57
Delhi,Sticky Rice,1000,4.3,100,71
Mumbai,Changs Kitchen,500,2.9,80,49
Hyderabad,Thaaliyan By Phulkaas,200,3.8,100,38
Kolkata,C4U,200,2.9,80,70
Mumbai,The Almighty Biryani,350,4.3,100,58
Chennai,Cheap & Best Kitchen,500,2.9,80,63
Pune,Chotu Tapriwala,300,2.9,80,67
Kolkata,Perfect Bite,200,2.9,80,93
Hyderabad,Neapolitan Pizza,150,2.9,80,63
Ahmedabad,Ashapura Bhojanalay,300,4.1,100,33
Chennai,90Ml,150,4.3,50,53
Hyderabad,Ayezas Kitchen,260,3.9,50,58
Pune,Combos@69,200,2.9,80,65
Hyderabad,Saravana Udupi Hotel,150,3.8,50,46
Hyderabad,The Mahboob Biryani,1500,2.9,80,38
Mumbai,Food Quarter,500,2.9,80,36
Hyderabad,New Shahi Naan,49,2.9,80,34
Surat,The Sky 369 Fast Food,200,2.9,80,40
Mumbai,La Pino'Z Pizza,300,4,500,44
Mumbai,Kebabish,500,3.3,20,51
Bangalore,Biryani By Kilo,500,4.1,500,72
Pune,Shubham Pure Veg,250,4.7,20,35
Hyderabad,Naseeb Hotel,200,3.8,20,36
Surat,Sai Pavbhaji & Chinese,200,3.9,20,65
Hyderabad,Shahi Rasoi Multicuisine Family Restaurant,750,4.1,50,50
Mumbai,Fresh Breakfast,200,2.9,80,42
Chennai,Maniammal Catering & Homemade Food,200,4.1,50,83
Mumbai,The Hunger Hut,300,2.9,80,53
Ahmedabad,Fry Frenchie,149,2.9,80,51
Mumbai,Nayaab Biryani,400,4.3,100,41
Hyderabad,Burgersuncle,300,2.9,80,50
Hyderabad,Tasco Bakery,350,4.2,20,49
Kolkata,The Pie Chart,600,4.6,20,82
Delhi,Amjad Delhi Darbaar,200,2.9,80,46
Ahmedabad,Tulsi Dining Hall,200,2.9,80,71
Mumbai,Vijay Bhelpuri,200,2.9,80,45
Chennai,Csoning Shawarma Perambur,200,2.9,80,67
Chennai,Heavens Park Restaurant,300,4.3,50,52
Delhi,Aioli Bistro,1000,4.2,100,65
Hyderabad,Just Bake Banjarahills,150,2.9,80,68
Mumbai,Bong Bong,500,2.9,80,58
Chennai,Mathaji Ice Creams,100,2.9,80,56
Mumbai,Kebabzaade,500,2.9,80,49
Hyderabad,Cafe De Gardenia,360,2.9,80,74
Hyderabad,Kings Pizza Hut,200,2.9,80,58
Chennai,Niyaz Biriyani,300,2.9,80,67
Chennai,Ottoman Baklava,500,4.4,100,46
Hyderabad,A.M.Tiffin Centre,150,4.1,50,29
Pune,Zhatkan Patkan Rasoi,350,2.9,80,38
Hyderabad,Hotel Swagath,200,4.4,100,43
Hyderabad,Roll It Up,300,3.2,20,32
Bangalore,Cafe Reset,900,2.9,80,62
Surat,M.P Chicken & Omlet,200,3.2,20,37
Kolkata,Tripti Snacks Bar,240,4.5,20,51
Surat,M.P. Tandoori Chicken 65,200,2.9,80,44
Delhi,The House Of Chopsticks By Pind Balluchi,300,2.9,80,47
Pune,August 1 Five,200,2.9,80,60
Ahmedabad,Hari Om Kathiyawadi,400,4,100,72
Bangalore,India Chai Lounge,250,2.9,80,47
Kolkata,Urban Cloud,300,4.3,20,76
Pune,Wassup Pizza,199,2.9,80,65
Bangalore,Dal Chawal Roti Sabji,200,2.9,80,46
Kolkata,Buddy Bites,200,2.9,80,79
Surat,Kudrati Kahumbo,200,4.8,50,38
Bangalore,The Tasty Planet,70,2.9,80,48
Hyderabad,Arabian Mandi House,420,2.9,80,48
Mumbai,Sara India Da Mini R,300,2.9,80,49
Chennai,Thoothukudi Macroon,100,4.1,20,53
Kolkata,D Chef Kitchen,300,2.9,80,83
Kolkata,Abhinandan Ravi Ji,200,2.9,80,44
Surat,The New Shivam Bakery,200,2.9,80,60
Ahmedabad,Ark Cafe,300,2.9,80,45
Hyderabad,I Creamy Cafe,200,2.9,80,52
Hyderabad,Sv Food Court,149,2.9,80,67
Kolkata,Bonophool Restaurant,500,2.9,80,70
Mumbai,Al Kareem Restaurant,200,2.9,80,51
Mumbai,Nh1 Bowls - Highway To North,250,3.3,20,45
Kolkata,Mehfill,300,2.9,80,71
Pune,Oakleaf,1000,2.9,80,54
Delhi,Nh1 Bowls - Highway To North,250,3.9,50,38
Mumbai,Shalimar Restaurant,500,2.9,80,42
Mumbai,Nagpal Fish Fry,600,4,20,54
Bangalore,New Taj Briyani,200,2.9,80,55
Chennai,Frozen Cafe Juices & Ice Cream,100,2.9,80,58
Ahmedabad,Radhanand Restaurant,200,2.9,80,34
Bangalore,Breakfast Junction,200,2.9,80,45
Bangalore,The Naati Bar And Kitchen,500,4.2,20,61
Surat,Etc - Ginger Hotel,300,4.3,50,47
Pune,Arabian Grills,300,3.7,20,80
Mumbai,Cafe Sahil,250,2.9,80,39
Mumbai,Surprise India - Cakes N Desserts,300,2.9,80,44
Kolkata,Absabsolute Barbecues,500,4.2,20,83
Hyderabad,S V Food Court,200,2.9,80,52
Hyderabad,Bake Zone Bakery&Lounge,300,2.9,80,40
Hyderabad,Al Saud Bait Al Mandi,250,4,100,34
Mumbai,Zaza 22 Spice Biryani,250,3.8,20,40
Delhi,Zaza 22 Spice Biryani,250,4,100,38
Mumbai,Surti Egg,500,2.9,80,45
Mumbai,99@Biryani,200,3.5,20,55
Ahmedabad,Lapinoz Pizza Keshavbaug,250,4.3,100,44
Mumbai,Everything Rice,350,3.9,100,40
Kolkata,Masala Factory,350,4.1,50,69
Mumbai,Chulah - The Amritsari Dhaba,400,4.1,100,50
Mumbai,Cafe Marol (Since 1975),700,2.9,80,56
Surat,Rd Sharma Pavbhaji And Chaat,150,4,100,34
Mumbai,Idlis And More,140,2.9,80,53
Ahmedabad,Al Kafeel Biryani,250,2.9,80,34
Kolkata,Samrat Shazada,200,2.9,80,71
Bangalore,Voosh Thalis & Bowls,199,3.5,50,55
Mumbai,Khwaja Garib Nawaz,250,2.9,80,57
Mumbai,Marrakesh,300,4.1,500,52
Surat,Farki,200,2.9,80,57
Chennai,Jimmy'S Kitchen,300,2.9,80,63
Hyderabad,Chinese Fast Food,250,2.9,80,37
Kolkata,Uttarayan Fast Food And Snacks,250,4.2,50,64
Pune,Crunchy Chicken Chunks .C3,300,4.2,20,68
Mumbai,Louis Burger,600,4.3,1000,35
Hyderabad,Fish Oh Fish,400,2.9,80,38
Delhi,Murg Express,300,2.9,80,57
Ahmedabad,Cherries - Silver Heights,300,2.9,80,40
Kolkata,Swadsutra,299,3.8,50,80
Kolkata,Bhukkad Gorilla,200,4,50,65
Hyderabad,Royal Biryani Kabab Juice,200,2.9,80,55
Hyderabad,Nice Day Baquares And Ice Creams,100,2.9,80,38
Kolkata,Chowology,200,4.4,100,66
Kolkata,Vantus,200,2.9,80,52
Hyderabad,Bachchu S Chaat By Phulkaas,200,2.9,80,39
Hyderabad,Ms Mandi And Shawarma,240,4.1,50,39
Kolkata,Where To Go,600,2.9,80,49
Surat,Lemon Grass Garden Restaurant,500,4.3,50,55
Surat,Breadoze Fast Food,300,2.9,80,52
Hyderabad, Sahadeva Reddy'S Biryani Durbar,250,4.1,50,45
Ahmedabad,Royal Punjab Food Court,200,2.9,80,75
Chennai,Kwality Walls Frozen Dessert And Ice Cream Shop,300,4.2,50,37
Bangalore,Plutos Kitchen,450,2.9,80,65
Bangalore,The Blue Bawarchi Restaurant(Odia And Bengali Food,300,2.8,20,63
Bangalore,Big Bowl Company,250,4.1,100,53
Chennai,Hotel Harish,300,4,20,72
Ahmedabad,Chatode Online Eatery,500,2.9,80,46
Bangalore,Yumlane Pizza,300,3.9,100,45
Bangalore,Pizza 997 Ad,350,2.9,80,55
Bangalore,Eatfit,270,4.4,500,38
Bangalore,Aligarh House,400,3.8,100,40
Chennai,Sree Gupta Bhavan,200,4.3,100,64
