City,Restaurant,Price,Avg ratings,Total ratings,Delivery time
Bangalore,Andhra Mess,250,3.7,100,57
Chennai,Puducherry Sri Kamatchi.,300,4.3,1000,71
Bangalore,Kitchens Of China,350,2.9,80,56
Hyderabad,La Pino'Z Pizza,300,4,1000,56
Bangalore,Brahmins' Thatte Idli,150,4.4,500,48
Surat,Krishna Bakery,200,3.9,20,55
Pune,Churro Mania,300,4.6,100,71
Pune,Jija Pure Veg,150,2.9,80,35
Mumbai,Haka,350,4.2,100,54
Mumbai,Oh! Calcutta,800,4.4,100,58
Surat,Baba Omlet,200,2.9,80,65
Chennai,Salem Rr Biriyani Unavagam,400,3.9,100,33
Kolkata,Edabba,150,4.2,1000,43
Pune,Sitara Hotel,200,2.9,80,66
Mumbai,Sabri Hotel,400,3.6,20,36
Bangalore,Idc Kitchen,150,4.4,100,44
Delhi,Awadhi Biryani,200,2.9,80,40
Mumbai,Sadguru Sandwiches Centre,200,4.5,20,40
Surat,Go Momos,200,2.9,80,46
Chennai,Delicious Pizza,200,2.9,80,81
Chennai,Bakya Veg Restaurant,150,4.3,1000,75
Hyderabad,Rs Fast Food Center,150,3.8,100,63
Surat,Pure By Slurrp,400,4.2,20,57
Chennai,Super Bombay Kulfi Natural Ice Cream Milkshake And Chats,200,2.9,80,47
Surat,Punjabi Dhaba -The Taste Of Punjab,250,3.4,500,40
Ahmedabad,Juice Pitara,200,4.6,100,51
Hyderabad,Vasireddy Swagruha Foods,350,4.2,100,54
Hyderabad,Subbayya Gari Hotel,300,4.1,1000,29
Hyderabad,Chinese Hut Fast Food,150,3.6,100,45
Kolkata,Silver Spoon,400,3.9,100,52
Ahmedabad,Jay Ambe Bhajipav And Pulav,200,4,20,73
Mumbai,Agrawals Juice And Fast Food Centre,300,4.7,100,41
Bangalore,Wandercrust,350,2.9,80,40
Mumbai,Aniruddha'S,250,2.9,80,42
Mumbai,Javed Bhai'S,300,4.5,20,38
Pune,Healthy Affairs,300,4.6,50,52
Hyderabad,Deccan Chinese Fast Food,200,2.9,80,51
Delhi,Biryani Empire,300,3,20,38
Delhi,Chicken Dum Biryani,300,2.9,80,45
Delhi,Mughlai Biryani,300,2.9,80,40
Delhi,Biryani Zaika,200,2.9,80,45
Ahmedabad,Shree Atalji Dining Hall,220,4.2,50,69
Ahmedabad,Sugarless Life,250,4.2,100,36
Mumbai,Mamaji - Taste Of Katta (Ruia),250,4.2,50,46
Chennai,Majeeth Hotel,300,4.1,100,44
Chennai,Green Mango Juice Shop,30,4.2,20,57
Pune,The Choupatiwala Cafe,300,2.9,80,79
Hyderabad,Nitchal Grand Restaurant,250,2.9,80,53
Pune,The Bounty Sizzlers,600,3.9,20,60
Surat,Kaka Ni Bhajipav & Fastfood,120,4.1,100,51
Bangalore,Bombay Vadapav Corner,100,4.4,100,39
Bangalore,Bhagatram Sweets,250,3.9,100,36
Chennai,Thulasi Mess,150,3.8,100,54
Kolkata,Pandey Dhaba,300,2.9,80,44
Kolkata,Chaccha Jaan - Biryani Kebabs & Curries,400,4.1,500,67
Kolkata,Gharana- The Veg House,200,3.8,100,91
Hyderabad,Good Lands Restaurant,300,4.2,100,60
Hyderabad,The Pani Puri Monster,100,2.9,80,56
Pune,G-1 Juice Center,150,2.9,80,55
Bangalore,The Fast Food,150,4.3,50,61
Kolkata,Sundaram Restaurant,200,2.9,80,63
Hyderabad,Dosa Factory,100,4.1,500,73
Mumbai,Chawlas^2,400,4.2,50,57
Hyderabad,Svm Grand,300,4.2,20,32
Hyderabad,Royal Fast Food,150,4,20,58
Delhi,Biryani Wale,300,3.3,20,36
Kolkata,Chicken Xperience By Venkys,200,2.9,80,95
Chennai,Havmor,300,4.7,100,55
Chennai,Sante Spa Cuisine,1300,4.6,100,47
Mumbai,Waffles By Di Bella,250,4.7,20,60
Hyderabad,Feranoz,500,4.4,500,59
Pune,Cake Cart,300,2.9,80,36
Chennai,Riyas Biriyani,300,3.9,20,36
Mumbai,Cafe New Ajwa Marol,300,4,100,53
Bangalore,Khichdi Experiment,250,4.5,100,49
Hyderabad,Panchakattu Dosa,100,4.5,500,73
Mumbai,Shalimar Restaurant & Store,650,4.1,20,32
Kolkata,Anokha Baghicha,300,3.9,100,51
Bangalore,Karavali Kolimane,400,3.7,20,52
Mumbai,New Cafe Marol,350,3.9,100,50
Mumbai,Hotel Om Sai,400,2.9,80,55
Mumbai,The Biryani Life,250,3.5,20,38
Surat,Taste Of Kolkata Rolls,400,4.3,100,35
Surat,Shahi Biryani & Khichda,300,2.9,80,38
Delhi,The Biryani Life,250,4.2,50,39
Pune,Noodles & Co,300,2.9,80,37
Delhi,Patiala Shahi Kitchen,300,4.1,100,36
Delhi,Shakespeer,300,2.9,80,62
Bangalore,Blue Tokai Coffee Roasters,800,4.7,50,38
Chennai,Sss Hyderabad Briyani,250,3.9,100,71
Mumbai,Tibb'S Frankie,200,2.9,80,43
Pune,Khichdi Experiment,250,4.5,100,60
Delhi,Zaika E Dilli 6,300,2.9,80,53
Kolkata,Kathi On The Go,300,3.9,1000,84
Kolkata,Snack 'N' Go,200,3.4,20,83
Mumbai,Lan Lan Restaurant,400,4.2,20,42
Kolkata,Food Point,150,3.4,100,93
Hyderabad,Moghal Hot Spot,200,3.2,20,52
Kolkata,Purbani Restaurant & Hotel,450,2.9,80,75
Kolkata,Maa Karunamoyee Fast Food Centre,250,3.7,50,65
Bangalore,Rocket Wok,400,4.2,100,54
Kolkata,Gupta Dhaba,250,3.3,20,62
Kolkata,Meraz Fast Food,200,3.4,20,62
Hyderabad,Trio-La Patisserie.,300,2.9,80,75
Mumbai,Variety Chinese,300,2.9,80,41
Bangalore,Brooks And Bonds Brewery,200,2.9,80,66
Mumbai,Tip Top Chinese,300,2.9,80,36
Mumbai,Uncle Chinese,300,2.9,100,37
Mumbai,Hong Kong Chinese,200,2.9,80,38
Mumbai,A One Chinese,400,2.9,80,37
Mumbai,The Bombay Chopstic,250,2.9,80,35
Mumbai,King Chinese,300,2.9,80,39
Surat,Royal Fastfood,220,3.5,20,32
Mumbai,Your Choice Chinese,350,2.9,80,35
Pune,Mother'S Tawa,400,2.9,80,83
Chennai,Crust & Cheese Pizza,400,4.4,50,72
Bangalore,Third Wave Coffee,400,4.4,100,33
Ahmedabad,Al-Hamza,300,3.8,50,39
Mumbai,Mamu Ki Biryani,500,2.9,80,53
Mumbai,Akash Chinese,300,2.9,80,37
Chennai,Sri Balaji Fast Food,250,4.1,100,51
Pune,Rolls Mania,200,4.3,100,34
Mumbai,Kaswa Chicken Shwarma,200,2.9,80,50
Pune,Jay Ganesh Caterering Service,150,3.9,50,57
Hyderabad,Mandar Restaurant,500,4.1,1000,59
Hyderabad,Quik Cakes.,500,2.9,80,56
Bangalore,Tibetan Mother'S Kitchen,250,4.1,500,51
Mumbai,Biryaniwala & Co - By Singh Saab,300,3.8,20,51
Mumbai,Spicy Bites,400,2.9,80,51
Bangalore,Mccafe By Mcdonald'S,250,2.9,80,52
Pune,Mccafe By Mcdonald'S,250,2.9,80,38
Mumbai,Mccafe By Mcdonald'S,250,2.9,80,36
Ahmedabad,Mccafe By Mcdonald'S,250,2.9,80,40
Mumbai,Highway Briyani,200,2.9,80,37
Kolkata,Aamar Bangla,250,4.2,500,74
Mumbai,Sundeep Hotel,500,4.2,20,49
Hyderabad,Speedy Wong,300,3.8,20,63
Bangalore,Shawarma Grill House,200,2.9,80,56
Kolkata,Hindusthan Sweets- Ballygunge,150,4.6,500,50
Mumbai,Jagvi Udipi Fast Food,200,2.9,80,62
Surat,Behrouz Biryani,500,4.4,100,51
Bangalore,Shakers Cafe,200,2.9,80,58
Hyderabad,The Bowl Company,300,4.1,1000,31
Bangalore,Biryani Canteen,400,4,100,58
Surat,Mccafe By Mcdonald'S,250,2.9,80,34
Hyderabad,Mccafe By Mcdonald'S,250,2.9,80,35
Mumbai,Hub Chinese,250,2.9,80,33
Pune,Sp Chinese Fast Food,300,3.9,50,55
Bangalore,Nutribites,150,4.6,100,47
Mumbai,Slay Coffee,200,4.1,50,36
Bangalore,Paradise Biryani,400,3.9,100,59
Pune,Pergola Kitchen And Bar,1000,2.9,80,63
Mumbai,Al Zaika,250,3.8,50,52
Bangalore,Mandarin Oak- The Heavenly Chinese,350,2.9,80,55
Kolkata,The Melbourne Cafe,300,4.3,100,52
Kolkata,The Hot Kati Roll,150,3.1,20,50
Mumbai,Brijwasi Sweets Original Since 1946 - Gd Group,250,4.1,100,45
Bangalore,Kadamba Foodline,400,2.9,80,47
Kolkata,Denzong Delight,200,4,100,71
Hyderabad,Abids Bistro  Royalton Hotel,450,2.9,80,57
Mumbai,Coffee By Di Bella,800,4.6,100,57
Chennai,Yakebab - Charcoal Grilled Treat,300,4.2,100,77
Bangalore,Goodness Grills,350,3.8,100,39
Hyderabad,Cfc Chinese Food Court,200,2.9,80,37
Chennai,Ammavin Aduppankarai,400,4.1,500,64
Chennai,Red Chilly Kitchen,400,4,50,71
Ahmedabad,The Biryani Life,200,3.9,50,32
Mumbai,Cafe Sahar,300,4,20,56
Mumbai,New Bismillah Restaurant,500,3.3,20,49
Kolkata,Agarwal'S Street Cafe,200,2.9,80,91
Kolkata,Acs Chinese Flavour,300,4,500,45
Mumbai,Shizusan,1500,2.9,80,47
Hyderabad,Breakfast Express,200,4.3,100,33
Pune,Ganga Chinese Centre,150,2.9,80,63
Chennai,Vimalam Mess,700,4.3,100,60
Pune,Bebe Di Rasoi - Punjabi,300,4.1,500,48
Ahmedabad,Bait Al Majlis,350,4.1,50,47
Kolkata,Riyasat-E-Hind,400,3.9,50,65
Mumbai,Desi Shawarma,200,2.9,80,56
Kolkata,Fabcafe By Fabindia,1000,4.4,100,58
Chennai,Fabcafe By Fabindia,1000,4.3,100,57
Chennai,Momo Sa-Khang By Kailash Kitchen,200,4.7,500,52
Pune,Fabcafe By Fabindia,1000,4.4,100,70
Mumbai,Mba In Khichdi,300,4.1,20,51
Mumbai,Sultan'S Shawarma,200,3.6,20,38
Chennai,The Bowl Company,300,4.2,5000,55
Chennai,Homely,200,4.3,1000,52
Bangalore,Pvr Cafe,400,2.9,80,63
Delhi,Khichdi Experiment,250,4.3,100,33
Mumbai,Khichdi Experiment,250,4.3,100,49
Mumbai,Saptami - Holiday Inn,550,4.3,20,60
Bangalore,Hungry B,250,3.8,20,60
Chennai,Spicy Tadka,300,4.3,20,59
Hyderabad,Ohri'S Uppu,400,3,20,68
Bangalore,Malabar Biriyani World,250,4.3,20,55
Kolkata,Adil Biryani Restaurant,300,4.2,100,56
Hyderabad,Adam Bakers,150,3.9,50,68
Pune,Noble Bake Food,100,4,20,64
Kolkata,Tung Fong,1200,4.5,500,56
Mumbai,Bhayankar Burgers,400,4,100,58
Kolkata,Meals 'O' Memories,200,4.1,100,67
Mumbai,Wakka Makka Chinese,400,3.8,500,51
Mumbai,Great Indian Meals,300,4,50,42
Mumbai,Medha Malvan,250,3.8,20,48
Mumbai,Zesty Kitchen,500,4,100,44
Mumbai,Jamai Shoshthi,500,4.2,500,44
Kolkata,Hyatt-La Cucina,400,2.9,80,59
Mumbai,The Momo Factory,150,3.1,20,55
Mumbai,Mini Punjab,300,3.9,100,54
Bangalore,Earthen Delights,240,4.6,50,52
Pune,Burger It Up,400,4.3,50,52
Kolkata,Sampa Snacks,200,3.9,100,66
Chennai,Royal Fast Food,200,3.8,20,49
Pune,Yolkshire,300,4.3,100,35
Mumbai,"Mumbai	Eats",300,2.9,80,42
Ahmedabad,R.K. Maggi Pasta And Coffee Bar,300,4.3,100,44
Kolkata,Veerji Malai Chaap Wale,350,4,100,61
Mumbai,Tibb'S Frankie (Tilak Nagar),200,4,100,35
Surat,Nawab'S Kitchen,300,4.3,500,37
Bangalore,Deja Bowl,300,4.2,20,57
Kolkata,Lokenath Restaurant,250,3.9,100,66
Kolkata,New Banglar Rannaghar,200,4.1,100,91
Delhi,Rohini Rasoi,250,2.9,80,38
Chennai,Jannath Chicken,250,2.7,20,75
Kolkata,Kebabs In Roll - Ramlal Bazar,300,4.1,50,88
Mumbai,Taste Of Kolkata,250,3.8,100,50
Mumbai,Chimichurri - All Day Asian Diner,1300,4.4,100,57
Kolkata,Chows And Rolls,250,3.8,50,68
Surat,Ocean Star,300,2.9,80,51
Bangalore,Milano Ice Cream,200,4.7,500,51
Hyderabad,Al Karam Kalyani Biryani,200,3.1,20,55
Pune,The Flame Burger,300,2.9,80,47
Mumbai,Mad Burgers And Pizza,300,3.5,20,44
Pune,Burger N More,200,3.2,20,74
Chennai,Kulfi Treat,200,2.9,80,58
Mumbai,Al Baik Fast Food,250,4.1,20,36
Ahmedabad,Food Zone,200,4.3,20,47
Mumbai,London Dairy,200,2.9,80,45
Mumbai,The Kitchen  (Chinese & Grills),300,4.2,100,39
Bangalore,Tata Cha Now Qmin,200,4.2,100,46
Bangalore,Crazy Pizza,400,2.9,80,48
Hyderabad,Milan Juice Centre,150,4,1000,30
Pune,Lf 91 Cafe And Restaurant,250,2.9,80,74
Bangalore,Royal Restaurant,300,3.8,100,38
Mumbai,Modern Lunch Home,600,4.4,100,47
Hyderabad,Tif In,150,3.5,20,73
Chennai,Mcrennett,350,4.3,20,37
Mumbai,Famous Chinese,300,2.9,80,35
Chennai,Kommune,350,2.9,80,65
Ahmedabad,Bhimsingh Paties,150,4.1,20,37
Chennai,Arcot Royal Biriyani And Fastfood,200,3.5,50,71
Bangalore,New Dillibite,300,2.9,80,47
Chennai,Teppan,1000,4.6,20,75
Mumbai,The Great Chinese,150,2.9,80,40
Mumbai,Tara Punjab,500,3.9,20,46
Pune,Slurpy Shakes,200,4.4,100,47
Pune,Cupcake Bliss Cake & Desserts,150,4.1,100,51
Pune,Warmoven Cake & Desserts,200,4.3,100,51
Pune,Indiana Burgers,200,4.2,50,53
Pune,Absolute China,200,3.9,500,34
Hyderabad,Roosterville,200,3.7,100,68
Surat,Taste Of Eggs,200,2.9,80,44
Bangalore,Green Cravings,350,3.9,50,47
Hyderabad,Pvr Cafe,400,3.5,20,47
Surat,Chinese Point,200,3.4,20,40
Hyderabad,Hotel Niagara,450,3.9,1000,23
Pune,Cnp House - Chicken And Paratha,350,3.9,20,75
Hyderabad,Lingaiah Hotel,200,4.5,100,33
Ahmedabad,The Chocolate Heaven,300,2.9,80,44
Mumbai,Pukhtaan,1900,2.9,80,42
Bangalore,Nanav Stores And Cafe,350,2.9,80,64
Pune,Chizzlers,700,2.9,80,75
Pune,Fat Panda,250,3.2,20,71
Hyderabad,Anupama Hotel,250,3.7,20,45
Chennai,Masala Street,50,3.5,20,85
Mumbai,Navratna Hotel,200,4.2,50,41
Pune,Khandeshi Tadka,250,3.5,20,61
Chennai,Ricky'S Cookies,300,4.9,20,70
Mumbai,Canteen Central - Burgers Pastas And More,300,4.2,100,41
Surat,Kurtosshhh,500,2.9,80,64
Surat,Royal Crush Pizzas & Burger,300,3.7,50,44
Kolkata,Nigars Kitchen,200,3.8,20,77
Mumbai,Arey O Sambhar,350,3.8,20,52
Surat,D Healthy Hobbit,200,4.5,20,63
Pune,Biryani King,300,2.9,80,64
Kolkata,Afsa Biriyani,200,2.9,80,71
Bangalore,Hotel Zam Zam,250,2.9,80,64
Chennai,Food Finger,200,4.2,20,57
Chennai,Kake Da Punjabi Dhabba,350,4.2,500,64
Pune,Amhi Kolhapuri,200,3.6,50,38
Bangalore,Bangalore Mandarin,800,4.3,500,51
Delhi,Cake@99,100,2.9,80,73
Surat,Sainath Omelette,150,2.9,80,46
Bangalore,The Bowl Life,250,4.3,100,52
Delhi,Bowlsome,250,3.9,100,35
Mumbai,Mothers Kitchen,400,3.8,100,52
Surat,Live Egg Station,300,4.1,1000,52
Chennai,Food Point,200,4.2,20,56
Pune,Blue Dragon Chinese Katta,200,4,50,64
Bangalore,Breakfast Express,200,4.2,500,52
Bangalore,Aubree,800,4.3,100,29
Delhi,Roll King,300,2.9,80,57
Delhi,Hashtag Foods,400,3.9,100,37
Chennai,Chai Truck,200,4.1,500,76
Kolkata,Nice Fried Chicken,250,2.9,80,50
Chennai,Madro Cafe,300,4.1,20,70
Chennai,Creamee N Spicee,300,2.9,80,37
Delhi,Squeezer Juice And Shakes,250,3.9,20,34
Mumbai,Oh ! Dum Biryani Taste Bangal,200,3.8,20,50
Bangalore,Cane Fresh,50,4.4,50,39
Chennai,Mandarin Oak- The Heavenly Chinese,350,4.1,20,94
Kolkata,Brewbakes Cafe Jodhpur Park,500,4.4,20,84
Mumbai,Only Roti'S,250,4.6,50,61
Kolkata,Khawabo Jatane Fast Food,200,4.3,20,88
Pune,Aasing'S Kitchen,150,2.9,80,45
Pune,Homely Meals @69,150,4,100,69
Chennai,Mamieyaar Veedu,400,4.1,20,49
Hyderabad,Rice++,100,3.9,20,33
Hyderabad,Eggsplode,150,4.2,100,33
Hyderabad,Break The Bread - Sandwiches And Burgers,200,3.8,50,35
Hyderabad,The Burrito Bowl,200,4.2,50,34
Bangalore,Lo! - Low Carb And Keto Foods,150,4.5,100,54
Mumbai,Hybrid Theory Cafe & Bistro (Coffee Pizza Pasta Sandwiches Burgers & More),450,3.9,20,53
Hyderabad,Lo! - Low Carb And Keto Foods,150,4.3,500,61
Pune,Nawabi Zaika,200,3.8,20,57
Kolkata,Kake D Hatti,400,3.9,500,66
Chennai,Faasos,200,4.2,100,46
Chennai,Behrouz Biryani,500,4.2,100,48
Chennai,Oven Story Pizza,600,4.1,100,51
Chennai,Firangi Bake,400,4.3,50,51
Chennai,Sweet Truth - Cake And Desserts,450,4.2,50,47
Chennai,The Good Bowl,400,4.2,50,46
Chennai,The Biryani Life,250,4.1,50,50
Pune,Hotel Al Madeena,300,2.9,80,83
Pune,Master Chef,300,4,20,78
Chennai,Tic Tac Rolls (Since 1981),250,3.7,50,37
Bangalore,Sampurna - The House Of Southern Flavours,200,4.2,100,45
Delhi,La Pino'Z Pizza,500,3.9,1000,45
Surat,Delhi Dastarkhwan Restaurant,200,4,100,34
Pune,Food China - Momos And Noodles,200,2.9,80,81
Chennai,Kekiz - The Cake Shop,200,2.9,80,44
Ahmedabad,Bombay Biryani,250,3.5,100,48
Pune,S & B The Cake Factory,450,2.9,80,62
Chennai,The Great Wall Of China,300,2.9,80,44
Chennai,Taj Mughalai,300,4.4,20,38
Kolkata,Just Fries,250,4.1,50,63
Kolkata,Binge Baefikar,250,4.4,100,89
Mumbai,Chai Point,150,4.4,500,52
Pune,Wow! China,300,3.9,100,51
Mumbai,Jimmy'S Dhaba,500,2.9,80,59
Hyderabad,Brown Bear,250,3.4,20,76
Bangalore,Chinese Nalapaka,200,3.9,50,56
Chennai,Lucky Da Punjabi Dhabba,350,4.2,100,66
Chennai,Waffle Shack,200,2.9,80,49
Pune,Cake Paradise,450,3.5,20,60
Chennai,Phuket Street,750,4.4,100,66
Pune,Bon Bon Candy Cake Shop,150,2.9,80,66
Hyderabad,Cafe Niloufer Premium Lounge,200,4.5,1000,63
Hyderabad,Telangana Inti Ruchulu,200,4.3,500,52
Pune,Subhanallah Biryani House,200,3.8,20,40
Mumbai,Momo Maniacs,300,4,50,47
Mumbai,Khichdi Wala,150,3.9,50,45
Mumbai,Garnish,600,2.9,80,52
Pune,Behrouz Biryani,500,4.2,100,45
Pune,Oven Story Pizza,600,4,100,46
Pune,Mandarin Oak- The Heavenly Chinese,350,3.8,20,47
Pune,Slay Coffee,200,4.3,100,40
Pune,Gelato Italiano,150,2.9,80,48
Mumbai,Hashtag 99 The Shawarma Specialist,250,3.1,20,29
Hyderabad,Persis Cafe,300,4.2,50,66
Kolkata,Bake India Dumdum,250,4.3,20,87
Kolkata,35 Bar & Lounge,1000,2.9,80,70
Bangalore,The Biryani Experiment,500,3.9,100,52
Mumbai,Bowlsome,250,4.2,50,47
Chennai,Fresh Pressery Cafe,500,4.5,500,49
Pune,Cafe Madeline,300,2.9,80,44
Kolkata,Cakerica,500,2.9,80,71
Hyderabad,Cheesiaano Pizza,300,4,100,34
Bangalore,Ketogenic Foods,1200,4.2,20,44
Bangalore,Vegan Kitchen - By Infinitea,1200,4.5,20,55
Bangalore,Vegan Kitchen,1200,2.9,80,40
Surat,Rooster,400,4.2,100,45
Kolkata,The Brewing Leaf,300,4.2,500,76
Delhi,Shawarma Wala,300,3.4,50,40
Pune,Bring It On Cafe,300,2.9,80,73
Pune,Punjabi Darbar Rasoi King,350,3.9,50,76
Delhi,The Burger Club,250,4.2,1000,35
Hyderabad,Faasos,200,4,50,37
Hyderabad,Behrouz Biryani,500,3.8,100,36
Hyderabad,Oven Story Pizza,600,3.9,500,37
Hyderabad,Firangi Bake,400,3.9,50,39
Hyderabad,Sweet Truth - Cake And Desserts,450,3.9,50,37
Hyderabad,The Good Bowl,400,3.9,50,37
Hyderabad,The Biryani Life,250,4,20,35
Hyderabad,Lunchbox,200,4.1,100,36
Chennai,Juisome,200,4.2,100,73
Hyderabad,Eggasm,200,4,20,28
Mumbai,Breakfast Bistro,500,4,100,58
Pune,Tandoor Point,300,3.1,20,75
Kolkata,Delish Bakery,500,2.9,80,67
Hyderabad,Palamuru Grill,600,4.1,1000,63
Chennai,Dark Smoke Bbq Restaurant,300,3.9,100,45
Mumbai,Meal Studio,250,4,20,39
Mumbai,Traditional Chinese,500,3.8,50,61
Kolkata,Haveli,1200,4,50,73
Hyderabad,Kitchen Maha Raja,250,4.3,20,52
Ahmedabad,Bombay A-One Bhatiyara,150,3.7,50,51
Mumbai,Ulta Tawa,250,2.9,80,52
Kolkata,Mother Kitchen,100,2.9,80,57
Mumbai,Boss Burger,500,3.6,50,43
Hyderabad,Express By Ab'S,350,3.7,100,67
Kolkata,Old Mate'S,500,2.9,80,90
Mumbai,Hb Brownies,300,2.9,80,53
Surat,Starbucks Coffee,400,4.5,50,53
Mumbai,Bismillah Restaurant,500,2.9,80,48
Mumbai,Mother'S Touch Gujrati,200,3.2,20,58
Pune,Red Hot Chinese Center,250,4.3,50,31
Mumbai,Food And You,300,2.9,80,56
Mumbai,Supreme Combo'S,200,2.9,80,48
Mumbai,The Manchurian Factory,250,2.9,80,48
Hyderabad,Burger King,350,4.1,1000,36
Hyderabad,Cafe Bahar Since 1973,300,4,5000,29
Kolkata,The London Nail Art & Cafe,300,3.9,50,73
Mumbai,Pure Veg Chinese,300,2.9,20,51
Delhi,The Thali Station,200,3.8,20,79
Bangalore,Edesia By Freshmenu,150,2.9,80,35
Mumbai,Edesia By Freshmenu,150,4,20,42
Mumbai,Cafe Safar ( Andheri East ),250,4,1000,57
Bangalore,Big Biriyani Company,350,2.5,20,37
Mumbai,Big Biriyani Company,350,2.9,80,54
Pune,Pune Food Factory,300,4.2,20,72
Ahmedabad,Taco Bell,300,3.8,500,56
Chennai,Grow Fit,300,4.2,500,64
Delhi,Nine 11,800,4.1,20,50
Chennai,Master Oru Tea,80,3.8,100,52
Mumbai,Wedesi Kitchen,300,4.2,50,40
Mumbai,Noodle Bar,550,2.9,80,58
Mumbai,Food Style,400,2.9,80,61
Chennai,Lo Cal By Dumbell,250,4.2,100,72
Bangalore,Just Shawarma,180,3.9,100,53
Kolkata,Kouzina Express,800,4.2,1000,58
Kolkata,Galouti,350,3.8,100,65
Pune,Superman Momos,150,3.9,20,67
Chennai,Mumbai Kulfi,150,4.4,50,64
Chennai,Yalla Pizza,250,4.2,20,45
Ahmedabad,The Halal Kitchen,250,4.1,100,31
Chennai,Chennai Mugil Soup,200,2.9,80,59
Chennai,Anburaj Resturant Briyani & Fast Food,250,4.1,100,59
Kolkata,Lukochuri,250,3.7,100,84
Bangalore,Gudbud,300,4.6,500,51
Pune,Dinewise,200,4.5,100,54
Chennai,Hungsters,300,4.2,100,52
Mumbai,Taco Bell,300,3.8,100,50
Hyderabad,Mandi King Arabian Restaurant,500,3.9,1000,33
Hyderabad,Sauced Up,200,4.4,500,47
Hyderabad,Rumaan Restaurant,300,4,100,44
Pune,Nipr Bar,600,4.6,50,58
Hyderabad,Arabella House Of Arabic & Lebanese Cuisine,1000,3.7,20,53
Hyderabad,Pathemari Kerala Restaurant,300,4.1,500,30
Pune,Let'S Order Chinese,250,2.9,80,67
Pune,How'S The Bowl,150,3.6,20,67
Kolkata,Ubuntu Eat,350,4.4,100,84
Pune,The Chinese Box,450,2.9,80,73
Kolkata,The Daily Cafe,1000,4.5,100,70
Delhi,Hong'S Kitchen,250,3.8,100,56
Hyderabad,Seema Ruchulu,300,3.6,100,65
Pune,Zaffraan Indian Kitchen,450,2.9,80,76
Mumbai,Desi Chinese Adda,250,2.9,80,49
Mumbai,Aamra Bangali By Ranjana'S Rannaghor,200,3.8,50,48
Kolkata,Calcutta King,500,4.1,50,59
Chennai,Paradise Biryani,400,4,1000,65
Kolkata,Gelato Italiano,150,2.9,80,61
Bangalore,Burritos & Bowls Mexican Kitchen,450,4.2,20,60
Chennai,Atho Man Ecstasy,300,2.9,80,60
Bangalore,Sigdee,500,2.9,80,64
Ahmedabad,After Dark,300,4.2,20,47
Pune,Boss Burger,500,4,50,45
Chennai,Super Shawarma,250,3.4,20,56
Hyderabad,Tempteas,100,3.4,20,40
Kolkata,Sharma And Sons,250,3.9,100,47
Pune,Kfc,400,4.1,100,49
Delhi,Asia Seven,350,3.9,50,75
Bangalore,154 Breakfast Club,1000,4.4,100,61
Delhi,The Basil Box,1000,4,20,56
Chennai,Srishti Snacks,250,4.3,20,51
Chennai,Cafe Mingles,200,3.8,100,55
Chennai,Srinivasan Andhra Mess,250,3.6,100,52
Kolkata,Rasna Buzz,250,4.3,20,71
Mumbai,Shivs Kitchen,300,2.9,80,37
Mumbai,Abhi'S Kitchen,450,4,20,66
Pune,Blue Box Biryani,300,2.9,80,50
Pune,The Chinese Monk,200,3.9,1000,60
Mumbai,Foodies Chinese Corner,250,4.1,50,57
Pune,Zillionth Bistro,300,4.3,100,52
Mumbai,Chopstick,600,2.9,80,57
Chennai,Batter,300,4.1,50,39
Delhi,Bikaner Sweet India,200,3.3,50,38
Chennai,Hotel Prayag,300,3.9,100,37
Kolkata,Biryan - Flavour Of Nawabs,300,4.1,20,68
Mumbai,Mughal Darbar,700,2.8,20,56
Kolkata,House Of Bhukkars,300,4.4,100,84
Delhi,Meal Studio,250,3.9,20,32
Bangalore,Cake Pastries,500,3.9,20,58
Chennai,Iyer'S Delight - Nungambakkam,200,4.3,100,53
Chennai,China Town,500,4.5,100,37
Hyderabad,Cakes11,200,4,100,62
Pune,The Burger Project,350,3,50,70
Kolkata,Desi Chinese,350,4.2,100,73
Kolkata,House Of Wong By Mamasan,400,4.2,20,85
Kolkata,95 Degree,600,4.2,100,80
Mumbai,Instawich,300,4.3,100,49
Mumbai,Punjab Heritage,300,2.9,80,54
Bangalore,Lot Like Crepes Indiranagar,500,4.3,50,58
Kolkata,Paradise Biryani,400,4.1,500,67
Mumbai,Mamlekar Nx,200,2.9,80,54
Pune,Paratha Pind Da,300,2.9,80,65
Pune,Nawabs Biryani & Kababs,300,2.9,80,65
Kolkata,Punjabi Zaika,300,3.9,100,78
Pune,King'S Chinese & Restaurant,150,2.9,80,64
Chennai,Yaa Mohaideen Biryani,600,3.9,500,63
Pune,Moshi Moshi,1255,4.1,50,63
Mumbai,Ching Chong Asian,400,3.8,100,52
Mumbai,Shawarma House,600,2.9,80,54
Chennai,Hotel Pandia'S - (Cmbt),400,4.2,100,72
Mumbai,Momoguy,400,3.9,100,52
Hyderabad,Miami Shakes & More,300,3,100,31
Hyderabad,Chung Hua Estd 1983,300,3.9,500,58
Kolkata,New Arafat Restaurant,200,3.8,100,50
Delhi,Punjabi Dhaba - Paschim Vihar,300,4,20,48
Mumbai,The Biryani Experiment,500,4.1,50,52
Pune,Executive Meals,300,2.9,80,65
Pune,Millie'S Cookies,200,2.9,80,52
Hyderabad,Melting Pot,400,3.7,50,43
